moca_oid,moca_aid,moca_mtid,designation,dr3_ruwe,plx,eplx,gmag,egmag,rmag,ermag,bmag,ebmag,ncompanions,nparents,dmod,edmod,ra_hms,dec_dms,ra,dec,hip_ra,hip_dec,tm_ra,tm_dec,g1_ra,g1_dec,g2_ra,g2_dec,g3_ra,g3_dec,astrometric_excess_noise,gaia_n_neighbors,nearest_gaia,ebv,eebv,jmag,ejmag,hmag,ehmag,kmag,ekmag,w1mag,w2mag,w3mag,w4mag,ew1mag,ew2mag,ew3mag,ew4mag,aw_ra,aw_dec,ww_ra,ww_dec,fuvmag,efuvmag,nuvmag,enuvmag,galex_ra,galex_dec,fx,efx,hr1,hr2,xray_count,xray_ecount,rosat_name,fe_h,e_fe_h,alpha_fe,galah_logg,galah_elogg,logg,elogg,spt,sptn,esptn,spectral_class,spt_quality,luminosity_class,gravity_class,spt_suffix,simple_spt,complete_spt,pmra,pmdec,epmra,epmdec,rv,erv,sigrv,ervmean,rv_nmes,rv_grav_red,erv_grav_red,rv_conv_blue,erv_conv_blue,rv_red_tot,erv_red,teff,eteff,mass,emass,radius,eradius,vsini,evsini,prot_days,eprot_days,prot_amp,eprot_amp,ewli,eewli,ewli_lowres,eewli_lowres,ewha,eewha,gaia_act,gaia_act_unc,bs_prob,bs_ya,bs_all_ya,bs_dopt,bs_edopt,bs_rvopt,bs_ervopt,bs_xyz_sep,bs_uvw_sep,bs_xyz_sig,bs_uvw_sig,bs_mahalanobis,bs_new_prob,bs_new_ya,bs_new_all_ya,bs_new_dopt,bs_new_edopt,bs_new_rvopt,bs_new_ervopt,bs_new_xyz_sep,bs_new_uvw_sep,bs_new_xyz_sig,bs_new_uvw_sig,bs_new_mahalanobis,plx_ref,pm_ref,spt_ref,plx_mission,plx_dr,inclination,inclination_eneg,inclination_epos,predicted_v,epredicted_v,predicted_v_eneg,predicted_v_epos,bs_observables,logrhk,exoplanet_names,exoplanet_discovery_methods,age,eage,asso_average_dist,age_pid,association_nature,asso_is_real,asso_nchildren,asso_in_banyan,asso_in_banyan_2020,asso_suboptimal_grouping,asso_coeval,x,y,z,ex,ey,ez,u,v,w,eu,ev,ew,simbad_id,tmass_designation,allwise_designation,gaiadr2_source_id,gaiadr3_source_id,all_designations,designation_url,mtid_level
185659,OCT,CM,Gaia DR2 2912489036490374912,1.05236,5.329339981079102,0.03194500133395195,15.93425,0.03115,14.72175,0.02615,17.49466,0.0457,null,null,null,null,06:14:51.625,-24:27:25.03,93.71510373351639,-24.45695384959278,null,null,93.715146,-24.456997,null,null,93.71510550677887,-24.456955083727067,93.71510373351639,-24.45695384959278,0.076443,4,11.739813259600167,0.004,0.015,null,null,null,null,null,null,12.037,11.848,null,null,0.023,0.022,null,null,93.7151156,-24.456962,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M3.5),3.47761,1.18308,M,E,null,null,null,(M3.5),(M3.5),-11.63949966430664,8.771920204162598,0.025863299146294594,0.034602198749780655,null,null,null,null,null,0.46,0.13,-0.01,0.21,0.4500000085681677,0.24698177261994228,3264,244,0.3685,0.2068,0.5966,0.1281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,185659,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-110.6717,-139.3079,-59.5777,0.6707,0.8443,0.3611,null,null,null,null,null,null,null,06145163-2427251,J061451.62-242725.0,2912489036490374912,2912489036490374912,null,Gaia DR2 2912489036490374912,3
208188,OCT,CM,Gaia DR2 4801018385973948800,1.06294,6.028110027313232,0.02696949988603592,15.80329,0.02885,14.57586,0.02435,17.39156,0.04318,null,null,null,null,05:59:00.643,-46:46:36.89,89.7526786196324,-46.77691328673261,null,null,89.752706,-46.776955,null,null,89.7526805860587,-46.776915506570695,89.7526786196324,-46.77691328673261,0.0351259,1,12.721610795652666,0.002,0.014,null,null,null,null,null,null,11.845,11.656,null,null,0.023,0.021,null,null,89.7526838,-46.7769315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M3.7),3.68078,1.16384,M,E,null,null,null,(M3.7),(M3.7),-9.527119636535645,15.705900192260742,0.03506319969892502,0.03507079929113388,null,null,null,null,null,0.44,0.13,-0.01,0.21,0.4299999978393316,0.24698177261994228,3229,260,0.3428,0.2101,0.5785,0.1262,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,208188,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-40.7709,-140.6005,-78.0544,0.1835,0.6327,0.3512,null,null,null,null,null,null,null,05590064-4646370,J055900.64-464636.9,4801018385973948800,4801018385973948800,null,Gaia DR2 4801018385973948800,3
217044,OCT,CM,Gaia DR2 5498126728127445632,1.06861,6.7438201904296875,0.021943600848317146,15.24476,0.02822,13.97999,0.0241,17.00229,0.04246,null,null,null,null,06:30:24.645,-54:32:46.87,97.60268864168845,-54.546353817652395,null,null,97.602905,-54.546452,null,null,97.60269221288019,-54.54635619613565,97.60268864168845,-54.546353817652395,0.0944121,5,15.067163584960833,0.003,0.014,null,null,null,null,null,null,11.149,10.94,null,null,0.023,0.02,null,null,97.6027466,-54.5463862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M4.2),4.18636,1.16966,M,E,null,null,null,(M4.2),(M4.2),-14.758399963378906,17.190200805664062,0.03174399957060814,0.0320173017680645,8.57393,6.54446,6.5403265953063965,6.5403265953063965,17,0.38,0.15,0,0.21,0.3799999952316284,0.25806975614047617,3108,301,0.2713,0.1783,0.5313,0.1311,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,217044,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-15.398,-133.7747,-62.0916,0.0498,0.4328,0.2009,-14.53,-3.241,-10.502,0.681,5.904,2.741,Gaia EDR3 5498126728127445632,06302469-5432472,J063024.65-543246.9,5498126728127445632,5498126728127445632,Gaia EDR3 5498126728127445632|Gaia DR2 5498126728127445632,Gaia DR2 5498126728127445632,3
221465,OCT,CM,Gaia DR2 5590277622289164544,1.05628,5.511980056762695,0.027004500851035118,15.80422,0.03299,14.58057,0.02778,17.3919,0.04893,null,null,null,null,07:17:18.767,-35:43:05.78,109.32819632343964,-35.7182714831128,null,null,109.328276,-35.718307,null,null,109.32819936061638,-35.718272685133826,109.32819632343964,-35.7182714831128,0.0224972,8,5.066916920078865,0.005,0.016,null,null,null,null,null,null,11.878,11.659,null,null,0.022,0.022,null,null,109.3282053,-35.7182784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M5.5),5.5157,0.499777,M,E,null,null,null,(M5.5),(M5.5),-17.534000396728516,8.527680397033691,0.029976099729537964,0.03323590010404587,null,null,null,null,null,0.23,0.07,0,0.2,0.23000000417232513,0.21189620391554012,3237,260,0.3472,0.2158,0.5839,0.1284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,221465,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-67.4902,-165.0533,-33.5303,0.3314,0.8104,0.1646,null,null,null,null,null,null,null,07171878-3543059,J071718.76-354305.8,5590277622289164544,5590277622289164544,null,Gaia DR2 5590277622289164544,3
242053,OCT,CM,Gaia eDR3 2886971673710973696,1.08856,6.431509971618652,0.0209174994379282,14.98733,0.02999,13.82468,0.02476,16.37611,0.04251,null,null,null,null,05:50:18.242,-37:30:54.37,87.57601005780714,-37.51510184422523,null,null,87.576053,-37.515171,null,null,87.57601186545484,-37.5151039944316,87.57601005780714,-37.51510184422523,0.0724977,2,9.431196476579297,0.002,0.014,null,null,null,null,null,null,11.265,11.112,null,null,0.023,0.02,null,null,87.5760227,-37.5151311,null,null,null,null,null,null,null,null,5.129376924969256e-14,4.611850939660446e-14,-0.91,-0.51,0.014709999784827232,0.006304999813437462,J055017.6-373045,null,null,null,null,null,null,null,(M2.8),2.79812,1.18481,M,E,null,null,null,(M2.8),(M2.8),-10.268500328063965,15.307100296020508,0.02108749933540821,0.023557400330901146,null,null,null,null,null,0.51,0.11,-0.01,0.21,0.49999999068677425,0.2370653857380601,3391,203,0.5201,0.1671,0.6597,0.1166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242053,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-62.0967,-122.9602,-72.1063,0.201,0.398,0.2334,null,null,null,null,null,null,null,05501825-3730546,J055018.24-373054.4,2886971673710973696,2886971673710973696,null,Gaia eDR3 2886971673710973696,3
242078,OCT,CM,Gaia eDR3 2890847722779358080,1.07194,7.60060977935791,0.011157100088894367,13.3299,0.03291,12.3711,0.02584,14.26613,0.04319,null,null,null,null,05:59:11.911,-31:54:52.71,89.79962842361213,-31.914641191209224,null,null,89.799733,-31.914665,null,null,89.79963064696732,-31.914643345608493,89.79962842361213,-31.914641191209224,0.0,3,6.2153654356956896,0.001,0.014,null,null,null,null,null,null,10.183,10.167,null,null,0.023,0.021,null,null,89.7996546,-31.9146502,null,null,null,null,null,null,null,null,1.4707301873713733e-13,6.594178653631015e-14,-0.27,-0.09,0.021379999816417694,0.008213999681174755,J055910.8-315448,null,null,null,null,null,null,null,(K9.2),-0.767759,1.54783,K,E,null,null,null,(K9.2),(K9.2),-13.562000274658203,15.44320011138916,0.011669999919831753,0.011261600069701672,null,null,null,null,null,0.64,0.1,-0.03,0.21,0.6099999863654375,0.23259406171329627,3852,166,0.7505,0.0877,0.7692,0.0865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242078,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-63.912,-101.439,-54.1744,0.0939,0.149,0.0796,null,null,null,null,null,null,null,05591193-3154527,J055911.91-315452.7,2890847722779358080,2890847722779358080,null,Gaia eDR3 2890847722779358080,3
242156,OCT,CM,Gaia eDR3 2906181069560994176,1.09497,7.670690059661865,0.034422799944877625,15.9431,0.02846,14.69276,0.02422,17.66234,0.0431,null,null,null,null,05:20:56.176,-30:02:36.23,80.23406695747909,-30.04339696966888,null,null,80.234132,-30.043461,null,null,80.23406812779766,-30.043399146332163,80.23406695747909,-30.04339696966888,0.133357,0,null,0.001,0.014,null,null,null,null,null,null,11.907,11.709,null,null,0.023,0.021,null,null,80.2340818,-30.0434152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M4.0),3.99155,1.16191,M,E,null,null,null,(M4.0),(M4.0),-7.416059970855713,15.672900199890137,0.03223460167646408,0.039357900619506836,null,null,null,null,null,0.4,0.14,-0.01,0.21,0.3900000061839819,0.2523885841577595,3167,293,0.3098,0.2072,0.5494,0.1256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242156,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-66.6093,-88.766,-68.3979,0.3016,0.4019,0.3097,null,null,null,null,null,null,null,05205619-3002364,J052056.17-300236.2,2906181069560994176,2906181069560994176,null,Gaia eDR3 2906181069560994176,3
242405,OCT,CM,Gaia eDR3 2960847378945543424,1.0209,7.734889984130859,0.03689059987664223,15.82169,0.0277,14.52403,0.0239,17.69592,0.04303,null,null,null,null,05:01:49.578,-23:40:01.92,75.45657550221598,-23.66719915346896,null,null,75.456592,-23.667253,null,null,75.45657641106023,-23.66720111291805,75.45657550221598,-23.66719915346896,0.0847129,1,17.535937137369007,0.002,0.014,null,null,null,null,null,null,11.575,11.369,null,null,0.023,0.021,null,null,75.4565709,-23.6672203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M6.0),5.984,0.125489,M,E,null,null,null,(M6.0),(M6.0),-6.091639995574951,14.000800132751465,0.026666799560189247,0.03483640030026436,null,null,null,null,null,0.19,0.05,0,0.2,0.1899999976158142,0.20615528435283612,2980,292,0.1993,0.1421,0.4993,0.1365,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242405,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-76.6355,-75.063,-72.1704,0.3664,0.3589,0.345,null,null,null,null,null,null,null,05014958-2340021,J050149.57-234001.9,2960847378945543424,2960847378945543424,null,Gaia eDR3 2960847378945543424,3
242412,OCT,CM,Gaia eDR3 2961651602981968896,1.2088,9.835769653320312,0.02602040022611618,14.96197,0.02758,13.65624,0.02383,16.86664,0.042,null,null,null,null,05:14:55.471,-22:26:43.22,78.73112793455782,-22.445338980752496,null,null,78.731132,-22.445419,null,null,78.73112936454751,-22.445341257598955,78.73112793455782,-22.445338980752496,0.173569,1,13.110833840769432,0.001,0.014,null,null,null,null,null,null,10.673,10.44,10.32,8.907,0.023,0.02,0.05,null,78.7311213,-22.4453652,78.7310645,-22.4453626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M4.7),4.73356,1.15227,M,E,null,null,null,(M4.7),(M4.7),-9.691729545593262,16.268199920654297,0.018366800621151924,0.023458000272512436,null,null,null,null,null,0.31,0.14,0,0.21,0.3100000023841858,0.2523885841577595,2952,280,0.1863,0.1361,0.4865,0.1363,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242412,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-62.7218,-60.9198,-51.8893,0.1656,0.1608,0.137,null,null,null,null,null,null,UCAC4 338-007175,05145547-2226435,J051455.46-222643.3,2961651602981968896,2961651602981968896,Gaia EDR3 2961651602981968896|WISE J051455.45-222643.3|UCAC4 338-007175|2MASS J05145547-2226435|TIC 420960877|Gaia DR2 2961651602981968896,Gaia eDR3 2961651602981968896,3
242436,OCT,CM,Gaia eDR3 2965432033197734144,2.2518,7.293910026550293,0.2568190097808838,15.60048,0.0033,14.05939,0.01823,16.44907,0.05851,null,null,null,null,05:32:29.080,-20:43:30.97,83.12116767293385,-20.72526962389253,null,null,null,null,null,null,83.12116909723456,-20.725271244673195,83.12116767293385,-20.72526962389253,2.22269,2,4.036211614866978,0.002,0.014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M8.1),8.05814,1.09462,M,E,null,null,null,(M8.1),(M8.1),-10.196399688720703,11.895899772644043,0.14592400193214417,0.20932599902153015,null,null,null,null,null,0.12,0.05,0,0.2,0.11999999731779099,0.20615528435283612,2371,272,0.0277,0.0099,0.1701,0.0485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,242436,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-88.7277,-85.4433,-60.7793,3.16,3.043,2.1646,null,null,null,null,null,null,BD-20 1111B,null,null,2965432033197734144,2965432033197734144,Gaia EDR3 2965432033197734144|BD-20 1111B|Gaia DR2 2965432033197734144|** ELP 16B|WDS J05325-2044B,Gaia eDR3 2965432033197734144,3
248112,OCT,CM,Gaia eDR3 4756280494803584256,1.13177,9.012499809265137,0.01049480028450489,13.14908,0.03495,12.15012,0.0275,14.15526,0.04626,null,null,null,null,05:46:04.768,-64:07:05.88,86.51986476209755,-64.11829955346099,null,null,86.520109,-64.118446,null,null,86.51986967391063,-64.1183032138469,86.51986476209755,-64.11829955346099,0.033852,11,3.574404098431234,0.002,0.015,null,null,null,null,null,null,9.834,9.795,null,null,0.023,0.02,null,null,86.5199227,-64.118335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M0.2),0.192285,1.44467,M,E,null,null,null,(M0.2),(M0.2),-15.442399978637695,26.244800567626953,0.014183999970555305,0.013511200435459614,null,null,null,null,null,0.62,0.1,-0.02,0.21,0.6000000052154064,0.23259406171329627,3742,210,0.7408,0.0908,0.7584,0.0887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248112,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,5.9126,-94.6217,-57.6466,0.0068,0.1088,0.0663,null,null,null,null,null,null,null,05460482-6407064,J054604.78-640706.0,4756280494803584256,4756280494803584256,null,Gaia eDR3 4756280494803584256,3
248120,OCT,CM,Gaia eDR3 4758656092742149760,1.48167,6.0503997802734375,0.024878699332475662,14.81018,0.03241,13.66177,0.02667,16.18446,0.04599,null,null,null,null,05:58:47.200,-61:24:41.44,89.69666489991899,-61.41151246948356,null,null,89.69675,-61.411579,null,null,89.69666753262038,-61.41151493973621,89.69666489991899,-61.41151246948356,0.205523,3,7.766629994455764,0.004,0.015,null,null,null,null,null,null,11.074,10.943,null,null,0.022,0.019,null,null,89.6966725,-61.4115286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M2.6),2.60314,1.19585,M,E,null,null,null,(M2.6),(M2.6),-9.020750045776367,17.625699996948242,0.031702298671007156,0.03961170092225075,9.35246,5.84965,5.845330715179443,5.845330715179443,16,0.52,0.11,-0.01,0.21,0.5099999811500311,0.2370653857380601,3414,198,0.5427,0.1496,0.6758,0.1108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248120,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,1.1174,-143.3846,-82.2064,0.0046,0.5909,0.3388,-14.092,-5.171,-10.306,0.077,5.096,2.922,null,05584722-6124416,J055847.20-612441.5,4758656092742149760,4758656092742149760,null,Gaia eDR3 4758656092742149760,3
248166,OCT,CM,Gaia eDR3 4767364018674944896,1.15906,6.4417500495910645,0.029700899496674538,15.45881,0.02887,14.22936,0.02463,16.98957,0.0465,null,null,null,null,05:48:39.007,-56:18:10.18,87.16252970016701,-56.30282851397871,null,null,87.162576,-56.30294,null,null,87.16253211522651,-56.302831009168536,87.16252970016701,-56.30282851397871,0.168479,3,7.7803276122417255,0.002,0.014,null,null,null,null,null,null,11.532,11.322,null,null,0.056,0.045,null,null,87.1626207,-56.3029553,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M3.7),3.70825,1.15531,M,E,null,null,null,(M3.7),(M3.7),-9.384960174560547,17.93549919128418,0.03469239920377731,0.039972998201847076,null,null,null,null,null,0.44,0.13,-0.01,0.21,0.4299999978393316,0.24698177261994228,3218,266,0.3392,0.2116,0.5753,0.1235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248166,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-12.8789,-132.6451,-79.637,0.0591,0.6089,0.3656,null,null,null,null,null,null,null,05483901-5618105,J054839.02-561810.6,4767364018674944896,4767364018674944896,null,Gaia eDR3 4767364018674944896,3
248267,OCT,CM,Gaia eDR3 4794490757238252032,1.1696,8.533670425415039,0.021501600742340088,15.01977,0.02874,13.78535,0.02432,16.65435,0.04271,null,null,null,null,05:47:42.594,-49:14:39.94,86.92747552572783,-49.24442866203387,null,null,86.927551,-49.244514,null,null,86.9274786000284,-49.24443176514975,86.92747552572783,-49.24442866203387,0.116159,3,9.758512442916638,0.001,0.014,null,null,null,null,null,null,11.025,10.844,null,null,0.024,0.021,null,null,86.9274833,-49.2444773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M3.8),3.77576,1.15656,M,E,null,null,null,(M3.8),(M3.8),-14.319299697875977,22.13089942932129,0.026841500774025917,0.031654298305511475,null,null,null,null,null,0.43,0.13,-0.01,0.21,0.4200000073760748,0.24698177261994228,3202,269,0.3324,0.2125,0.5697,0.1244,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248267,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-23.9999,-98.2639,-59.1664,0.06,0.2458,0.148,null,null,null,null,null,null,null,05474261-4914402,J054742.59-491440.1,4794490757238252032,4794490757238252032,null,Gaia eDR3 4794490757238252032,3
248377,OCT,CM,Gaia eDR3 4812228216257256960,1.04255,9.609620094299316,0.024769200012087822,15.6207,0.0277,14.32203,0.02389,17.50069,0.04301,null,null,null,null,05:08:41.976,-43:47:08.36,77.17490117909584,-43.78565424751802,null,null,77.174954,-43.785774,null,null,77.17490289922037,-43.785658049962926,77.17490117909584,-43.78565424751802,0.105083,3,17.61487589231036,0.001,0.014,null,null,null,null,null,null,11.378,11.148,null,null,0.024,0.021,null,null,77.1749061,-43.7856998,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M6.0),6,0,M,E,null,null,null,(M6.0),(M6.0),-8.831279754638672,27.069900512695312,0.027540700510144234,0.03421489894390106,null,null,null,null,null,0.19,0.05,0,0.2,0.1899999976158142,0.20615528435283612,2987,297,0.1952,0.1398,0.498,0.1348,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248377,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-30.0554,-78.1306,-61.8112,0.0773,0.2011,0.1591,null,null,null,null,null,null,null,05084198-4347087,J050841.97-434708.5,4812228216257256960,4812228216257256960,null,Gaia eDR3 4812228216257256960,3
248417,OCT,CM,Gaia eDR3 4821063926057974528,1.05882,8.290399551391602,0.03186950087547302,15.94977,0.02828,14.68555,0.02441,17.70555,0.04425,null,null,null,null,05:13:13.074,-36:17:51.85,78.3044754940965,-36.297735536972006,null,null,78.304499,-36.297798,null,null,78.30447687926478,-36.297738170282784,78.3044754940965,-36.297735536972006,0.123654,1,13.82109089934505,0.001,0.014,null,null,null,null,null,null,11.858,11.644,null,null,0.022,0.022,null,null,78.3044966,-36.2977633,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M4.2),4.17895,1.16355,M,E,null,null,null,(M4.2),(M4.2),-8.10708999633789,18.894699096679688,0.034637998789548874,0.03915579989552498,null,null,null,null,null,0.38,0.14,0,0.21,0.3799999952316284,0.2523885841577595,3104,305,0.2726,0.1834,0.5323,0.129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248417,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-49.6826,-85.9505,-68.5168,0.1914,0.3311,0.2639,null,null,null,null,null,null,null,05131307-3617520,J051313.07-361751.9,4821063926057974528,4821063926057974528,null,Gaia eDR3 4821063926057974528,3
248662,OCT,CM,Gaia eDR3 4894903240032171520,2.07213,9.69143009185791,0.03665719926357269,14.69788,0.02722,13.36964,0.02452,16.33874,0.04191,null,null,null,null,04:42:05.123,-24:04:43.09,70.5213467611589,-24.078636183095,null,null,70.521357,-24.078693,null,null,70.52134753302059,-24.078638525550986,70.5213467611589,-24.078636183095,0.345296,2,1.4202973401671515,0.001,0.014,null,null,null,null,null,null,10.422,10.203,null,null,0.023,0.02,null,null,70.5213228,-24.0785961,null,null,null,null,null,null,70.521281688766,-24.0790063030724,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M6.0),5.9996,0.0199976,M,E,null,null,null,(M6.0),(M6.0),-5.343629837036133,16.638500213623047,0.028277400881052017,0.03499139845371246,null,null,null,null,null,0.19,0.05,0,0.2,0.1899999976158142,0.20615528435283612,2876,255,0.1564,0.1195,0.4475,0.146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248662,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-58.9278,-55.4312,-64.0435,0.2218,0.2087,0.2411,null,null,null,null,null,null,null,04420512-2404432,J044205.11-240442.9,4894903240032171520,4894903240032171520,null,Gaia eDR3 4894903240032171520,3
248976,OCT,CM,Gaia eDR3 5091783823622415488,1.12993,9.464309692382812,0.013238299638032913,13.37243,0.03184,12.31294,0.02532,14.4962,0.0429,null,null,null,null,04:20:13.619,-20:12:29.12,65.05674430878857,-20.208089917385145,null,null,65.056735,-20.208155,null,null,65.0567443830836,-20.20809202177769,65.05674430878857,-20.208089917385145,0.0,4,4.426590212457179,0.001,0.014,null,null,null,null,null,null,9.889,9.804,null,null,0.039,0.038,null,null,65.0566589,-20.208091,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(M1.3),1.30945,1.25455,M,E,null,null,null,(M1.3),(M1.3),-0.5178850293159485,14.98069953918457,0.010693900287151337,0.013197699561715126,null,null,null,null,null,0.59,0.1,-0.02,0.21,0.5699999742209911,0.23259406171329627,3583,201,0.6525,0.1318,0.7318,0.0916,null,null,null,null,null,null,null,null,null,null,null,null,0.10351400077342987,0.002061299979686737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,248976,gaiadr3,null,Gaia,DR3,null,null,null,null,null,null,null,null,null,null,null,35,5,127.457,Murp15,moving group,1,3,1,1,0,1,-63.1647,-46.5959,-70.7344,0.0875,0.0646,0.098,null,null,null,null,null,null,null,04201361-2012293,J042013.59-201229.1,5091783823622415488,5091783823622415488,null,Gaia eDR3 5091783823622415488,3
