time,flux,flux_err
1928.1195678710938,-0.002795393952948755,nan
1928.1404418945312,0.0005757105112723093,nan
1928.1612548828125,0.004027312859348875,nan
1928.1820678710938,0.004068679955011811,nan
1928.2029418945312,0.0012968996549273526,nan
1928.2237548828125,0.0005560967916697912,nan
1928.2445678710938,0.001607840582441955,nan
1928.2654418945312,0.00013865474685681445,nan
1928.2862548828125,-0.00905176753766107,nan
1928.3070678710938,-0.015563995905422456,nan
1928.3279418945312,-0.014825621905199982,nan
1928.3487548828125,-0.006887922670312352,nan
1928.3695678710938,0.0003920161457723337,nan
1928.3904418945312,4.0861402331865415e-05,nan
1928.4112548828125,-0.0045126013503961615,nan
1928.4320678710938,-0.0026087471623890968,nan
1928.4529418945312,0.006983265927590104,nan
1928.4737548828125,0.007777648300035467,nan
1928.4945678710938,0.0018982277836773753,nan
1928.5154418945312,-0.00130391277005093,nan
1928.5362548828125,-0.005360378670697941,nan
1928.5570678710938,-0.007931192342014531,nan
1928.5779418945312,-0.008729752747339448,nan
1928.5987548828125,-0.007792505350097179,nan
1928.6195678710938,-0.01022892995409086,nan
1928.6404418945312,-0.006345084830218728,nan
1928.6612548828125,-0.003949392580014477,nan
1928.6820678710938,0.005334279579656709,nan
1928.7029418945312,0.004606669461095642,nan
1928.7237548828125,0.004351595451992152,nan
1928.7445678710938,0.0016333183071930435,nan
1928.7654418945312,0.0022031364824062483,nan
1928.7862548828125,0.005100589654009474,nan
1928.8070678710938,-0.0023781040251975583,nan
1928.8279418945312,-0.013489363928784442,nan
1928.8487548828125,-0.013947418541593426,nan
1928.8695678710938,-0.009588318456858175,nan
1928.8904418945312,-0.0038511376002278164,nan
1928.9112548828125,0.04366027511227019,nan
1928.9320678710938,0.11495855739494126,nan
1928.9529418945312,0.035610822043082524,nan
1928.9737548828125,0.015277777494188544,nan
1928.9945678710938,0.011740302816860865,nan
1929.0154418945312,0.011136943137704941,nan
1929.0362548828125,0.006694032202793326,nan
1929.0570678710938,0.0021356537587976787,nan
1929.0779418945312,-0.008996575592873757,nan
1929.0987548828125,-0.009361030574252638,nan
1929.11962890625,-0.009368841530920519,nan
1929.1404418945312,-0.010718047009130385,nan
1929.1613159179688,-0.008104017237412053,nan
1929.18212890625,-0.007222954979240623,nan
1929.2029418945312,-0.0020984903691149553,nan
1929.2238159179688,0.002313117294689304,nan
1929.24462890625,0.005372525935451386,nan
1929.2654418945312,0.0027680646474452925,nan
1929.2863159179688,-0.0006197589717959751,nan
1929.30712890625,-0.0038188783602848275,nan
1929.3279418945312,-0.0011561276828213757,nan
1929.3488159179688,-0.003317676265469749,nan
1929.36962890625,-0.014855042935536397,nan
1929.3904418945312,-0.018163035920517656,nan
1929.4113159179688,-0.014289063700859625,nan
1929.43212890625,-0.007579647442322618,nan
1929.4529418945312,-0.00038949797856181745,nan
1929.4738159179688,-0.004453193537111849,nan
1929.49462890625,-0.004692998446462954,nan
1929.5154418945312,-0.0011985935646214863,nan
1929.5363159179688,0.0037630594743435775,nan
1929.55712890625,0.006374084926269993,nan
1929.5779418945312,-0.0009925753164314044,nan
1929.5988159179688,-0.006125979461162674,nan
1929.61962890625,-0.006372324962414355,nan
1929.6404418945312,-0.013721892164891517,nan
1929.6613159179688,-0.013366772994316753,nan
1929.68212890625,-0.00994748276663572,nan
1929.7029418945312,-0.009971751790262912,nan
1929.7238159179688,-0.007941709940039836,nan
1929.74462890625,-0.006576008270736233,nan
1929.7654418945312,0.0009236905068261414,nan
1929.7863159179688,0.0019131060556966395,nan
1929.80712890625,0.0025198614606922326,nan
1929.8279418945312,-0.0020634234524734424,nan
1929.8488159179688,-0.0017162118857672187,nan
1929.86962890625,-0.0021331883558343354,nan
1929.8904418945312,-0.006594378113214033,nan
1929.9113159179688,-0.014612036097238865,nan
1929.93212890625,-0.01880468706879397,nan
1929.9529418945312,-0.013557139945425345,nan
1929.9738159179688,-0.007613602796847356,nan
1929.99462890625,-0.0006865376814554347,nan
1930.0154418945312,-0.0015718390694979475,nan
1930.0363159179688,-0.003923657690558746,nan
1930.05712890625,-0.0020442724368619075,nan
1930.0779418945312,0.002328579056000493,nan
1930.0988159179688,0.005714435885935246,nan
1930.11962890625,0.0016955961764963112,nan
1930.1404418945312,-0.007747436299751026,nan
1930.1613159179688,-0.014293462395936804,nan
1930.18212890625,-0.01506840007968023,nan
1930.2029418945312,-0.012419613957994985,nan
1930.2238159179688,-0.009764554056142787,nan
1930.24462890625,-0.010632822513407782,nan
1930.2654418945312,-0.00766383536597056,nan
1930.2863159179688,-0.006335471131304504,nan
1930.30712890625,-0.00025214130359586806,nan
1930.3279418945312,0.0039672517612763525,nan
1930.3488159179688,-0.000273521871313534,nan
1930.36962890625,-0.004727132130463878,nan
1930.3904418945312,-0.0020409281351130154,nan
1930.4113159179688,-0.004377101382264624,nan
1930.43212890625,-0.009203124623259153,nan
1930.4529418945312,-0.017211479479465212,nan
1930.4738159179688,-0.018283510273269826,nan
1930.49462890625,-0.01588168912296637,nan
1930.5154418945312,-0.007696131347604163,nan
1930.5363159179688,-0.0019105434671389254,nan
1930.55712890625,-0.0040720039379886636,nan
1930.5779418945312,-0.004851032757019369,nan
1930.5988159179688,-0.0039574547387926165,nan
1930.61962890625,0.0004753705779235312,nan
1930.6404418945312,0.0033319656840549022,nan
1930.6613159179688,-0.0013598319933165737,nan
1930.68212890625,-0.007761205110640393,nan
1930.7029418945312,-0.013484044366194804,nan
1930.7238159179688,-0.018218715050158325,nan
1930.74462890625,-0.011842828830312707,nan
1930.7654418945312,-0.009602199824761931,nan
1930.7863159179688,-0.003831384820403641,nan
1930.80712890625,-0.003171075881641193,nan
1930.8279418945312,-0.0012314998357506185,nan
1930.8488159179688,0.0004655508537896938,nan
1930.86962890625,0.0036216887123311503,nan
1930.8904418945312,-2.0549915108754313e-05,nan
1930.9113159179688,-0.003827491170307576,nan
1930.93212890625,-0.0027007677226486976,nan
1930.9529418945312,-0.0038701074472471675,nan
1930.9738159179688,-0.01071768256453693,nan
1930.99462890625,-0.01585606118521085,nan
1931.0154418945312,-0.017944864694625563,nan
1931.0363159179688,-0.013143121500402852,nan
1931.05712890625,-0.0031865503152467764,nan
1931.0779418945312,0.00046637900864107684,nan
1931.0988159179688,-0.0009120556120014445,nan
1931.11962890625,-0.00453430397571513,nan
1931.1404418945312,-0.0027203982869570265,nan
1931.1613159179688,0.0021295983514162398,nan
1931.18212890625,0.0019117723804374098,nan
1931.2029418945312,0.00044244541247032143,nan
1931.2238159179688,-0.010869201254284783,nan
