Harmonic,Period,Power,Relative Power
Main Harmonic,0.23989831905345452,0.0007224235094884366,1.0
Harmonic 1,0.12008378674650655,0.0003189813376686733,0.44154340698927524
Harmonic 2,0.0851739279497261,0.0002243204663767531,0.3105110277150299
Harmonic 2,0.07810634456290243,0.00020264861369877205,0.2805122079184159
Harmonic 3,0.06566337050681569,0.00022126253618464696,0.30627815025195904
Harmonic 3,0.06067986751958038,0.0002909593718268378,0.4027545726368627
Harmonic 3,0.054974416883132475,0.00021474024897630105,0.2972498072887511
Harmonic 4,0.05067173619608909,0.0002172826523889737,0.3007690773281121
Harmonic 4,0.04838127157348507,0.0001563364448032431,0.21640553325008519
Harmonic 4,0.045001912723032604,0.0002617947001156182,0.362383971004765
Harmonic 5,0.0429208088939343,0.00020978287051643825,0.29038765732442723
Harmonic 5,0.04025228475802563,0.00020667943035198954,0.28609178361089554
Harmonic 5,0.038748071413716986,0.0002453194158959163,0.3395783950464627
Harmonic 5,0.0373732681541032,0.00019552439355224763,0.27065065156960716
Harmonic 6,0.0373732681541032,0.00019552439355224763,0.27065065156960716
Harmonic 6,0.03501663376167461,0.0002566928413583155,0.355321827137222
Harmonic 6,0.033726391929861585,0.00018171195656778961,0.2515310675540774
Harmonic 6,0.03225120461928849,0.00020439639575102424,0.282931539556017
Harmonic 7,0.03225120461928849,0.00020439639575102424,0.282931539556017
Harmonic 7,0.030842213770231417,0.00020950538255772548,0.29000355028047287
Harmonic 7,0.029142392323103613,0.00019131806657981208,0.2648281292995136
Harmonic 7,0.028321521990740874,0.0002197761375622461,0.3042206332928925
Harmonic 7,0.027223572531676843,0.0002455586432281186,0.3399095405989817
