Harmonic,Period,Power,Relative Power
Main Harmonic,0.029639854755760767,0.025439342218668805,0.6789465892813701
Main Harmonic,0.02882700264998974,0.01959469640949804,0.522959759764133
Main Harmonic,0.027436170100396565,0.03746884161476536,1.0
Main Harmonic,0.026717676141147194,0.022797353023445165,0.6084349566457214
Main Harmonic,0.026079896989263752,0.018743466996686272,0.5002414323185275
Main Harmonic,0.025499944362725905,0.02176591693019353,0.5809071215485944
Main Harmonic,0.024798100645129967,0.02224239297900642,0.5936237156112495
Harmonic 1,0.015035524372982317,0.01868358050221213,0.49864313111963104
Harmonic 1,0.014837757294426941,0.017181858025208954,0.4585638969537316
Harmonic 1,0.014618894035579809,0.02656314069166958,0.7089394693536999
Harmonic 1,0.01433198999786689,0.02302829088270808,0.6145984207217474
Harmonic 1,0.014149300523993878,0.027987100381420375,0.7469433047642308
Harmonic 1,0.013966990800491269,0.019496161723686616,0.5203299830866337
Harmonic 1,0.013782470730071685,0.01564923064853495,0.41765984679836093
Harmonic 1,0.013554922806456626,0.02135107098993025,0.5698353637256943
Harmonic 1,0.013386225963364275,0.022833735653391113,0.6094059669139335
Harmonic 1,0.013165223216412872,0.028825710105029007,0.7693248273165095
Harmonic 1,0.012942942459464353,0.019755302180954514,0.5272461418494864
Harmonic 1,0.012750265708186999,0.023590498557053682,0.6296030926068813
Harmonic 1,0.01248074651063713,0.020753728505459722,0.5538929844386034
Harmonic 2,0.010059382699890679,0.01824463416893261,0.4869281617113816
Harmonic 2,0.00989157393744088,0.020868162748842567,0.5569471018986357
Harmonic 2,0.009794517290409945,0.02105437515522444,0.561916895421916
Harmonic 2,0.009712246433371716,0.01734413088995296,0.462894771828712
Harmonic 2,0.009609334325754735,0.01796128263453169,0.47936583733225635
Harmonic 2,0.009465767109923827,0.02018351548879504,0.5386746592358307
Harmonic 2,0.009381287049488376,0.02043524993601937,0.5453931601655505
Harmonic 2,0.009259828209479706,0.027916822177148918,0.7450676608627187
Harmonic 2,0.009152931768022803,0.016008538621163488,0.4272493605688359
Harmonic 2,0.009079858057621272,0.02209971987868905,0.5898159357555427
Harmonic 2,0.008995677649643982,0.016252794829175438,0.43376827595253686
Harmonic 2,0.008897041152893257,0.024302923951928193,0.6486169015257501
Harmonic 2,0.008771613870431749,0.02275379379956333,0.6072724113946649
Harmonic 2,0.008668587655472999,0.016690427857501494,0.44544819477216746
Harmonic 2,0.008593424553697885,0.016516242078242777,0.4407993780019667
Harmonic 2,0.008485686492292194,0.02044757465193143,0.5457220925632685
Harmonic 2,0.008415179372848025,0.026222445187670754,0.6998467008208032
Harmonic 2,0.00830885107717799,0.021473350080567465,0.5730988510759152
Harmonic 2,0.008246628215536433,0.02028373146253736,0.5413493075415532
Harmonic 3,0.007520716656078555,0.026287949553913788,0.7015949365126486
Harmonic 3,0.007461266749940519,0.031081989740313197,0.82954231838501
Harmonic 3,0.007372462206693414,0.022771459372780564,0.6077438850900319
Harmonic 3,0.0073153241442868,0.024147813558312484,0.6444771847122316
Harmonic 3,0.007243527592366275,0.022144574118928506,0.5910130434937702
