Harmonic,Period,Power,Relative Power
Harmonic 3,0.0071746102847888345,0.02525254247092845,0.6739611202972757
Harmonic 3,0.007101899294349824,0.02385565582405962,0.6366798330551754
Harmonic 3,0.007056749965665229,0.01320473589515114,0.3524191121496413
Harmonic 3,0.0070061518128253465,0.021489602918454087,0.573532620501021
Harmonic 3,0.006952439943756652,0.019941021132264338,0.5322027656282327
Harmonic 3,0.006883116446327459,0.022142050280185233,0.5909456851598985
Harmonic 3,0.006804133047894647,0.024191305218063675,0.6456379267548693
Harmonic 3,0.006741649908482576,0.015861679883957744,0.42332987091085106
Harmonic 3,0.0067006281471774535,0.02319874026051099,0.6191475172632253
Harmonic 3,0.006633356786202712,0.022067375878786193,0.5889527118471176
Harmonic 3,0.00659363844734977,0.020548142202549496,0.5484061240487371
Harmonic 3,0.006528487750891296,0.02114324821118957,0.564288814385381
Harmonic 3,0.006482128558000258,0.0133596776898102,0.35655432925221653
Harmonic 3,0.006440007998904591,0.029841484304953512,0.7964346646146079
Harmonic 3,0.006391357709921565,0.021506029794163585,0.5739710347941127
Harmonic 3,0.0063385106333663935,0.02348103766488466,0.6266817081324307
Harmonic 3,0.006293944610090856,0.032143985072211674,0.8578857441790964
Harmonic 3,0.0062559185921843745,0.01954775718324759,0.5217070061633396
Harmonic 3,0.006213337025836577,0.017154085930546792,0.4578226919026735
Harmonic 3,0.006177650848814065,0.024926768018901424,0.6652665773654055
Harmonic 4,0.006002339590969221,0.02297872034301558,0.6132754404118099
Harmonic 4,0.005956217795220973,0.023040423862454484,0.6149222359032027
Harmonic 4,0.005917605800873489,0.015403617784655375,0.41110472384033525
Harmonic 4,0.005885476617703472,0.020176458403352675,0.5384863137963073
Harmonic 4,0.005851719443275121,0.02811186769123671,0.7502731998033976
Harmonic 4,0.005810550275704573,0.021196539624183112,0.5657111004955697
Harmonic 4,0.005778847895706029,0.021367581454791545,0.570276008916465
Harmonic 4,0.005742731965728837,0.01871133537638915,0.49938387657587924
Harmonic 4,0.0057082386006314335,0.025301927141136913,0.6752791399658903
Harmonic 4,0.005679499093967092,0.02717962259783992,0.725392657645686
Harmonic 4,0.005638188191928877,0.02595079671037788,0.6925967174856946
Harmonic 4,0.005603577476117735,0.017865828277130274,0.4768182710535113
Harmonic 4,0.005551118024754677,0.022335130742250263,0.5960987791372939
Harmonic 4,0.0055239350998822654,0.021755463024020903,0.5806281188967347
Harmonic 4,0.005478568001445058,0.021560888064706688,0.5754351385181383
Harmonic 4,0.005430324656214408,0.0255430953630276,0.68171564057539
Harmonic 4,0.005403256827454303,0.01922997977858523,0.5132258951663791
Harmonic 4,0.005369591350865446,0.02614431492242824,0.6977614945033567
Harmonic 4,0.005332856088461692,0.01975327211475919,0.5271919617332128
Harmonic 4,0.005306140058997485,0.02370364804224426,0.6326229213582989
Harmonic 4,0.00525828128975309,0.021399603725465465,0.5711306462442788
Harmonic 4,0.0052118653752996754,0.017961663425786947,0.4793760002099661
Harmonic 4,0.0051778291804406296,0.021535924366196026,0.5747688863087071
Harmonic 4,0.005138709616267414,0.02246164112918842,0.5994751948866482
Harmonic 4,0.005113521952497461,0.022215637810512223,0.5929096511421826
Harmonic 4,0.005079824013376399,0.02461982968117623,0.6570747485151578
Harmonic 4,0.005036309401198439,0.021530971043855242,0.5746366878705566
Harmonic 4,0.005013743212274781,0.018230614805474856,0.4865540011327895
Harmonic 5,0.005013743212274781,0.018230614805474856,0.4865540011327895
Harmonic 4,0.004976876462307358,0.022253409621158533,0.5939177370348466
Harmonic 5,0.004976876462307358,0.022253409621158533,0.5939177370348466
Harmonic 4,0.004947947583630902,0.02578694908938685,0.6882238141897874
Harmonic 5,0.004947947583630902,0.02578694908938685,0.6882238141897874
Harmonic 5,0.004923542537679262,0.012427129414949533,0.3316656955322678
Harmonic 5,0.0048947105329516525,0.024226869636132135,0.6465870998954246
Harmonic 5,0.004864678739268044,0.01825911681076464,0.4873146866533835
Harmonic 5,0.0048395665606111495,0.020825772153498245,0.5558157459901676
Harmonic 5,0.004816216430372336,0.02304601896590472,0.6150715627360885
Harmonic 5,0.0047873024319904645,0.0207664237768346,0.5542318065325822
Harmonic 5,0.004747986046479071,0.02485280516136988,0.6632925943345985
Harmonic 5,0.004712669148975956,0.026353910091423568,0.7033553468874328
Harmonic 5,0.004693539336875542,0.017166521457113452,0.4581545817084624
Harmonic 5,0.004673934339026041,0.019966104428557528,0.5328722097640051
Harmonic 5,0.004653867975297668,0.014490822106655598,0.38674326406037585
Harmonic 5,0.004633663668089804,0.018856848371371086,0.5032674499320566
