Harmonic,Period,Power,Relative Power
Main Harmonic,0.132996619399356,0.047826244596454064,1.0
Harmonic 1,0.07038614853772324,0.017455207135190092,0.3649713098419661
Harmonic 1,0.06578105642011262,0.03051478025115376,0.6380342113128445
Harmonic 1,0.060031883480257474,0.018506952123219216,0.38696226892527874
Harmonic 2,0.04630744583449535,0.022546021524226977,0.4714152598529257
Harmonic 2,0.044057691062851456,0.02930570308074686,0.6127535901683496
Harmonic 2,0.04137737490077206,0.019358758405248307,0.404772705208044
Harmonic 3,0.03644328063264282,0.022276895655419064,0.465788101143754
Harmonic 3,0.03495589331138774,0.02629988267039107,0.5499048251081164
Harmonic 3,0.033560785851102067,0.025701782416112144,0.5373991337387533
Harmonic 3,0.03172667423268792,0.02454626029348818,0.513238296266065
Harmonic 3,0.030851893423430168,0.009395549611261328,0.1964517534366044
Harmonic 3,0.02998512665460247,0.02633612512409997,0.5506626193697128
Harmonic 4,0.02909844847011581,0.022510806138657677,0.4706789405816461
Harmonic 4,0.02816517158122255,0.024591402956329077,0.5141821851961241
Harmonic 4,0.02697684848544818,0.03159332992943568,0.6605856302541068
Harmonic 4,0.025889569527184738,0.02367170320436574,0.4949521628574786
Harmonic 4,0.02506185145539724,0.025548516855339425,0.534194500758139
Harmonic 4,0.024413614539436513,0.01634828959906705,0.3418267467372746
Harmonic 5,0.023741057369505266,0.022906775374854027,0.4789582700489175
Harmonic 5,0.022868461682495896,0.02800878998316635,0.5856364056910079
Harmonic 5,0.02213162241336268,0.027904514418905294,0.5834561056247806
Harmonic 5,0.021517260270828457,0.02719681330719426,0.5686587675171696
Harmonic 5,0.021056823361735456,0.024371294259428883,0.5095799276122931
Harmonic 5,0.020603433661417318,0.02828970800941559,0.5915101268794383
Harmonic 6,0.020603433661417318,0.02828970800941559,0.5915101268794383
Harmonic 5,0.020040973947771604,0.024989901799756683,0.5225144062766217
Harmonic 6,0.020040973947771604,0.024989901799756683,0.5225144062766217
Harmonic 6,0.01953587562518437,0.02016031359047317,0.42153244020267266
Harmonic 6,0.019034698005387072,0.024221988751450978,0.50645809546265
Harmonic 6,0.018462282982049077,0.030630883143371642,0.6404618092394124
Harmonic 6,0.018025745816549258,0.032712222775873344,0.6839805853855123
Harmonic 7,0.018025745816549258,0.032712222775873344,0.6839805853855123
Harmonic 6,0.0177240982150667,0.02540785619109418,0.5312534238362084
Harmonic 7,0.0177240982150667,0.02540785619109418,0.5312534238362084
Harmonic 6,0.017325716813870434,0.020504083855069462,0.4287203402248664
Harmonic 7,0.017325716813870434,0.020504083855069462,0.4287203402248664
Harmonic 7,0.016920053839092355,0.021841872752527934,0.45669219770074393
Harmonic 7,0.016634038227680607,0.020692765661041577,0.43266549225518286
Harmonic 7,0.0161857938309098,0.021210147019818573,0.44348343046343086
Harmonic 7,0.015802359955155644,0.017489132402590868,0.3656806540040894
Harmonic 7,0.015533451356208986,0.022394141142356175,0.46823958960843276
Harmonic 7,0.015171665150255847,0.027983863648973716,0.5851152204212265
Harmonic 7,0.014963862128699377,0.02303782851070258,0.4816984629483255
