Harmonic,Period,Power,Relative Power
Main Harmonic,0.42100871397695844,0.0009544934985455615,1.0
Harmonic 1,0.20664967328756234,0.0003977056400101009,0.4166666830272987
Harmonic 2,0.13124347405715797,0.00034231945134613885,0.358639898404503
Harmonic 3,0.11389811759579511,0.00028191163096334644,0.29535207038384004
Harmonic 3,0.10067865967476967,0.0003982278786339571,0.4172138199377669
Harmonic 4,0.08990315345845097,0.00035149607557880393,0.36825402804147617
Harmonic 4,0.08257548829981876,0.00032037818244417496,0.3356525559706388
Harmonic 5,0.07401051938755704,0.0003256049326153326,0.3411284970630843
Harmonic 5,0.06900783128136496,0.0002956888607643304,0.3097861443947971
Harmonic 5,0.06485975226882468,0.00021082374585944139,0.22087499409968792
Harmonic 6,0.06485975226882468,0.00021082374585944139,0.22087499409968792
Harmonic 6,0.06037494421590444,0.00039701852505460945,0.4159468091292172
Harmonic 6,0.05550200526974529,0.0002814643253056497,0.29488343894907565
Harmonic 7,0.05550200526974529,0.0002814643253056497,0.29488343894907565
Harmonic 7,0.051576461284171156,0.00033365357640889164,0.34956086858350155
Harmonic 7,0.048592804671703654,0.00031184617083822086,0.3267137715588487
