Harmonic,Period,Power,Relative Power
Main Harmonic,0.27407693898693086,0.0008244275392290073,1.0
Harmonic 1,0.14125886589939796,0.00021023088265669418,0.2550022562968955
Harmonic 2,0.08944499506714874,0.00022102790550311154,0.26809864419353774
Harmonic 3,0.07028064267167412,0.00016015103531418832,0.19425726057618023
Harmonic 3,0.06590740345393199,0.00034112588294873107,0.4137730324580703
Harmonic 4,0.05603293947510342,0.00021547396472765878,0.26136192021092225
Harmonic 4,0.05229494708906865,0.00023632623623966433,0.2866549514596191
Harmonic 4,0.04972728957270005,0.00020204597103360043,0.2450742623451794
Harmonic 5,0.04972728957270005,0.00020204597103360043,0.2450742623451794
Harmonic 5,0.04739997300145351,0.0002901820205398201,0.3519800185364915
Harmonic 5,0.045399287372759126,0.00020400038011691825,0.24744488801004444
Harmonic 5,0.043221423001870755,0.0002378646377876561,0.2885209754275114
Harmonic 6,0.04059140630178879,0.00026058660937931935,0.31608188346427163
Harmonic 6,0.0389396128450003,0.0002021574091172902,0.24520943260379788
Harmonic 6,0.037366613157444786,0.00027387167958248883,0.332196180441291
Harmonic 7,0.037366613157444786,0.00027387167958248883,0.332196180441291
Harmonic 6,0.03564816679843359,0.0002315150709773502,0.28081918660051036
Harmonic 7,0.03564816679843359,0.0002315150709773502,0.28081918660051036
Harmonic 7,0.03456475750081457,0.00024531401072641726,0.2975567882604108
Harmonic 7,0.03292438243351187,0.000239146731088152,0.29007610700607905
Harmonic 7,0.03180005254538278,0.00028574973738718817,0.3466038236112505
