Harmonic,Period,Power,Relative Power
Main Harmonic,0.420398470290575,0.0011710108232758378,1.0
Harmonic 1,0.2197837771185026,0.00033272912234755026,0.2841383834666523
Harmonic 2,0.14774632719444802,0.0003361249682037995,0.28703831042612277
Harmonic 3,0.1140703575664535,0.0003036810568438088,0.2593324082131691
Harmonic 3,0.09881808434586205,0.000238599516326927,0.203755175942318
Harmonic 4,0.08371915515242262,0.000363802187436382,0.31067363358663547
Harmonic 5,0.07484627840376314,0.00023316489961652933,0.19911421396111734
Harmonic 5,0.06706695347158245,0.0002917983338990275,0.2491850016234161
Harmonic 6,0.06297988026291046,0.0003304061981292626,0.28215469196516013
Harmonic 6,0.05792856831391986,0.0002241395230820568,0.1914068756897045
Harmonic 7,0.05378621286635705,0.00033486138481888796,0.28595925687700463
Harmonic 7,0.04895940598393561,0.00025310738278182645,0.21614435814843502
