Harmonic,Period,Power,Relative Power
Main Harmonic,0.27449649391453684,0.0014085342009848277,1.0
Harmonic 1,0.1372785694980355,0.00033116980824723734,0.23511662550734513
Harmonic 3,0.07096054300794745,0.0002738343958329861,0.19441089583875557
Harmonic 3,0.06291602093277332,0.00024594120990884433,0.17460790780719818
Harmonic 4,0.05687318270847663,0.00021353190832955942,0.1515986677357645
Harmonic 5,0.046750237221204485,0.00023417008724240152,0.16625090613964008
Harmonic 5,0.043714921205680865,0.00021287496675470794,0.15113226686712236
Harmonic 5,0.041892438401446006,0.00021250342960209338,0.15086849112610395
Harmonic 6,0.041892438401446006,0.00021250342960209338,0.15086849112610395
Harmonic 6,0.03953262704087386,0.00022124540082134157,0.15707492275775045
Harmonic 6,0.03605129298015508,0.00024301406261569057,0.1725297564274822
Harmonic 7,0.03605129298015508,0.00024301406261569057,0.1725297564274822
Harmonic 7,0.03263618009098866,0.0003216966357459322,0.2283910717403996
