Harmonic,Period,Power,Relative Power
Main Harmonic,0.4393456977434069,0.0005648650715957131,1.0
Harmonic 1,0.23376705885786359,0.0003657404741848246,0.6474828991490439
Harmonic 2,0.14850964403001135,0.00042172932733913234,0.7466018852037885
Harmonic 3,0.1162702089626857,0.00027907935990831637,0.49406375777481226
Harmonic 3,0.10113850754936082,0.00026212588766450065,0.46405044469117074
Harmonic 4,0.09051369536808473,0.00028639807938355083,0.5070203377498486
Harmonic 5,0.07658074412102646,0.0002820652795228934,0.499349833626771
Harmonic 5,0.0705383652636631,0.00022256377651860737,0.3940122831278571
Harmonic 6,0.06393831608409775,0.0002896966187988327,0.5128598551517011
Harmonic 6,0.0582956874793007,0.00045327839376135175,0.8024542790030634
Harmonic 7,0.0582956874793007,0.00045327839376135175,0.8024542790030634
Harmonic 7,0.054501289429674665,0.00019027645095158463,0.3368529238567788
Harmonic 7,0.051325270163176555,0.0003364442825599209,0.5956188468327208
